  0.4600 4.3164e-04
  0.4600 5.7324e-04
  0.4600 5.0391e-04
  0.4600 3.4961e-04
  0.4600 1.4175e-03
  0.4600 5.3516e-04
  0.4600 5.0635e-04
  0.4603 2.6074e-04
  0.4608 6.8848e-05
  0.4611 2.0605e-04
  0.4615 5.5908e-04
  0.4618 1.2866e-03
  0.4623 1.6836e-03
  0.4626 1.9741e-03
  0.4628 2.3389e-03
  0.4634 2.7324e-03
  0.4637 3.0444e-03
  0.4642 3.1836e-03
  0.4644 3.4609e-03
  0.4651 3.6943e-03
  0.4653 3.9717e-03
  0.4658 3.7036e-03
  0.4662 3.1519e-03
  0.4667 2.7729e-03
  0.4671 3.1406e-03
  0.4677 3.4946e-03
  0.4680 3.5068e-03
  0.4684 3.0972e-03
  0.4688 2.9580e-03
  0.4692 3.3130e-03
  0.4698 3.4658e-03
  0.4701 3.2407e-03
  0.4706 2.9731e-03
  0.4710 3.3853e-03
  0.4715 3.6855e-03
  0.4719 3.4771e-03
  0.4724 3.3999e-03
  0.4729 3.6646e-03
  0.4734 3.6582e-03
  0.4739 3.4463e-03
  0.4744 3.8247e-03
  0.4748 4.3745e-03
  0.4752 4.5063e-03
  0.4757 4.7603e-03
  0.4762 5.2964e-03
  0.4767 5.4209e-03
  0.4773 5.0811e-03
  0.4779 5.0449e-03
  0.4782 5.4702e-03
  0.4788 6.8208e-03
  0.4791 7.1973e-03
  0.4797 6.9922e-03
  0.4801 6.6387e-03
  0.4806 6.6631e-03
  0.4811 6.8115e-03
  0.4815 7.0703e-03
  0.4821 7.1362e-03
  0.4826 6.9868e-03
  0.4833 7.1021e-03
  0.4838 7.1479e-03
  0.4844 7.2241e-03
  0.4849 7.2925e-03
  0.4855 7.2471e-03
  0.4859 7.0518e-03
  0.4864 6.8398e-03
  0.4869 7.1143e-03
  0.4876 7.0044e-03
  0.4880 7.2114e-03
  0.4887 7.3550e-03
  0.4892 7.4385e-03
  0.4898 7.6079e-03
  0.4904 7.3965e-03
  0.4911 7.2119e-03
  0.4916 7.0952e-03
  0.4922 7.0464e-03
  0.4928 7.0146e-03
  0.4934 7.2803e-03
  0.4939 7.3735e-03
  0.4945 7.3467e-03
  0.4952 7.4194e-03
  0.4958 7.7461e-03
  0.4964 7.7671e-03
  0.4970 7.8818e-03
  0.4977 7.9370e-03
  0.4983 7.9458e-03
  0.4990 8.3315e-03
  0.4995 8.9585e-03
  0.5002 9.6025e-03
  0.5007 1.0318e-02
  0.5014 1.1611e-02
  0.5019 1.2276e-02
  0.5027 1.2798e-02
  0.5031 1.3562e-02
  0.5038 1.4063e-02
  0.5045 1.4772e-02
  0.5051 1.5153e-02
  0.5058 1.5708e-02
  0.5065 1.5998e-02
  0.5072 1.6159e-02
  0.5080 1.6539e-02
  0.5085 1.6690e-02
  0.5092 1.6789e-02
  0.5099 1.7051e-02
  0.5105 1.7115e-02
  0.5112 1.7141e-02
  0.5118 1.7140e-02
  0.5127 1.7027e-02
  0.5133 1.6790e-02
  0.5140 1.6839e-02
  0.5147 1.6814e-02
  0.5155 1.6328e-02
  0.5162 1.5885e-02
  0.5171 1.5670e-02
  0.5176 1.5614e-02
  0.5184 1.5834e-02
  0.5189 1.5496e-02
  0.5198 1.5346e-02
  0.5205 1.5287e-02
  0.5212 1.5296e-02
  0.5217 1.5006e-02
  0.5223 1.4944e-02
  0.5230 1.5063e-02
  0.5236 1.5377e-02
  0.5244 1.5733e-02
  0.5249 1.5957e-02
  0.5260 1.6003e-02
  0.5265 1.5851e-02
  0.5273 1.5767e-02
  0.5280 1.5503e-02
  0.5287 1.5103e-02
  0.5294 1.4597e-02
  0.5301 1.4068e-02
  0.5310 1.3546e-02
  0.5316 1.3173e-02
  0.5325 1.2992e-02
  0.5332 1.3300e-02
  0.5343 1.3657e-02
  0.5350 1.4457e-02
  0.5359 1.5429e-02
  0.5367 1.6298e-02
  0.5375 1.7083e-02
  0.5380 1.8175e-02
  0.5390 1.8955e-02
  0.5395 1.9723e-02
  0.5406 1.9896e-02
  0.5412 1.9918e-02
  0.5421 2.0004e-02
  0.5431 2.0195e-02
  0.5441 1.9900e-02
  0.5449 1.9218e-02
  0.5460 1.8999e-02
  0.5466 1.9616e-02
  0.5476 2.1012e-02
  0.5483 2.2738e-02
  0.5492 2.5391e-02
  0.5499 2.8144e-02
  0.5509 3.1099e-02
  0.5518 3.3629e-02
  0.5527 3.7674e-02
  0.5535 3.8555e-02
  0.5543 3.9725e-02
  0.5553 4.1060e-02
  0.5561 4.2333e-02
  0.5571 4.3103e-02
  0.5580 4.3903e-02
  0.5588 4.4556e-02
  0.5596 4.5233e-02
  0.5607 4.6186e-02
  0.5613 4.6730e-02
  0.5623 4.7493e-02
  0.5630 4.8166e-02
  0.5639 4.8850e-02
  0.5649 4.9443e-02
  0.5658 4.9876e-02
  0.5666 4.9913e-02
  0.5675 4.9980e-02
  0.5687 4.9763e-02
  0.5696 4.9842e-02
  0.5706 4.9843e-02
  0.5715 4.9620e-02
  0.5724 4.9147e-02
  0.5731 4.9135e-02
  0.5743 4.8927e-02
  0.5749 4.8155e-02
  0.5760 4.7076e-02
  0.5769 4.5944e-02
  0.5779 4.4542e-02
  0.5788 4.3440e-02
  0.5799 4.2598e-02
  0.5807 4.2607e-02
  0.5818 4.3307e-02
  0.5829 4.3742e-02
  0.5838 4.4333e-02
  0.5848 4.4875e-02
  0.5856 4.5252e-02
  0.5868 4.5586e-02
  0.5875 4.5797e-02
  0.5888 4.5962e-02
  0.5896 4.5945e-02
  0.5908 4.6010e-02
  0.5916 4.6286e-02
  0.5931 4.6343e-02
  0.5941 4.6671e-02
  0.5954 4.6938e-02
  0.5963 4.7375e-02
  0.5974 4.7698e-02
  0.5985 4.7772e-02
  0.5997 4.7801e-02
  0.6003 4.8372e-02
  0.6014 4.8479e-02
  0.6024 4.8513e-02
